fire,full_text,media_link,place,created_at
Kincade,"This man will be re-elected so easily if he holds @PGE4Me to account as he says he will...

#KincadeFire https://t.co/vqrq016S7r",,,2019-10-30 18:26:52
Kincade,#Breaking: The latest on the #KincadeFire https://t.co/6wTskhgroS https://t.co/sqFd4bYaBk,https://twitter.com/News247WorldPre/status/1189609673369849856/photo/1,,2019-10-30 18:27:02
Kincade,"The KP is looking for Kenwood, Glen Ellen, and Oakmont residents who have assisted with the #KincadeFire efforts (evacuating animals, feeding first responders, volunteering, etc). Those with info should email alec@kenwoodpress.com with details and their contact info.",,,2019-10-30 18:27:12
Kincade,"#KincadeFire #CaliforniaFires #GettyFire #EasyFire #TickFire press &amp; others:

- include captioning &amp;/or ASL in your videos
- include alt-text image descriptions in your pictures

Blind/low-vision &amp; D/deaf/HoH folks use Twitter &amp; require these to fully understand your news/updates",,"Sacramento, CA",2019-10-30 18:27:59
Kincade,Kincade Fire emergency response (so far!) by the numbers: &gt;99% improvement in critical measures. 😲💪🏼🙏🏼 #KincadeFire #Grateful #perspective https://t.co/SPCSDe4DFT,https://twitter.com/mcutler/status/1189609950655332352/photo/1,,2019-10-30 18:28:08
Kincade,"PG&amp;E is an academy for accidental arsonists. It’s gotta go. What we need to do in California is to launch a hostile takeover, just like Gordon Gekko in Wall Street. Here's how you do it cheaply! https://t.co/ECaN4s0nhj #CaliforniaFires #PGE #PGEshutoff #PGEoutage #KincadeFire",,,2019-10-30 18:28:12
Kincade,"#Breaking: Fire crews in Sonoma County worked around the clock Tuesday night, hoping to take advantage of subsiding winds to contain the #KincadeFire. https://t.co/xI43xSHVCR https://t.co/rdYRbigLHC",https://twitter.com/News247WorldPre/status/1189610301395787776/photo/1,,2019-10-30 18:29:32
Kincade,"Did you have to evacuate because of the #KincadeFire? If so, where are you staying? Do you have power where you are?",,"Brentwood, CA",2019-10-30 18:29:39
Kincade,#WSJWhatsNow: The massive #KincadeFire is causing major damage in California and on Wall Street. @MattWirz explains. https://t.co/a3aRjIorDF https://t.co/DBsiImkOym,https://twitter.com/WSJ/status/1189610419331035137/video/1,,2019-10-30 18:30:00
Kincade,"As the #KincadeFire and #GettyFires persist, this is your weekly reminder that it’s 2019 and PG&amp;E’s best idea is to shut off all the lights, writes @raheemfh:
https://t.co/LRE8ufms41",,,2019-10-30 18:30:38
Kincade,"So glad to hear the #wind wasn’t as bad as they thought last night for the #KincadeFire. How is everyone feeling today? Staying optimistic, I hope!",,"Brentwood, CA",2019-10-30 18:30:56
Kincade,"#Breaking: To understand the magnitude of distress/despair of the #CaliforniaFires #KincadeFire, many are heading into day 5 of no power, and the weather is dropping to the 30s in parts of Sonoma County. https://t.co/vuqmzpjFca https://t.co/iWUHxSZtTV",https://twitter.com/News247WorldPre/status/1189610706854993921/photo/1,,2019-10-30 18:31:09
Kincade,"Companies need to use hashtags so more people see this stuff!!!
#KincadeFire https://t.co/0MrjvG5nwR",,,2019-10-30 18:31:17
Kincade,"The #KincadeFire is the biggest California wildfire of 2019 ⬇️

- About 100,000 residents remain under evacuation orders
- 76,285 acres acres burned
- 30% contained
- 246 structures destroyed (94 homes destroyed, 27 damaged) with 90,015 more threatened
https://t.co/LTYC4cxN4N",,,2019-10-30 18:31:43
Kincade,The @Space_Station flew over the Bay Area and you can clearly see the #KincadeFire @AstroDrewMorgan https://t.co/kXNsQbjNPk,https://twitter.com/DrewTumaABC7/status/1189611014876090368/photo/1,,2019-10-30 18:32:22
Kincade,"#KincadeFire #kincaidefire. 
Positive sign:
It only grew ONE MILE overnight
#SonomaStrong #SonomaCounty",,,2019-10-30 18:33:51
Saddleridge,Residents of Balboa Highlands in Granada Hills had a close call from the #SaddleridgeFire. Many thank the fire department for saving their Eichlers.  https://t.co/V4f0u8diyG,,,2019-10-30 18:34:11
Kincade,When this is all over I am going to need a strong drink and a long good cry. #KincadeFire #pgepowershutoff #PGEshutdown #SonomaCounty,,,2019-10-30 18:34:19
Kincade,#Breaking: Many schools in Sonoma County will stay closed through at least Friday as the North Bay grapples with power outages and the raging #KincadeFire. https://t.co/evkrR50cy0 https://t.co/lRF88Owqfj,https://twitter.com/News247WorldPre/status/1189611519174033408/photo/1,,2019-10-30 18:34:22
Kincade,"#KincadeFire

Here are Wednesday’s Maps for the #KincadeFire.

Open the PDF files to view the IR Maps:

https://t.co/kDwXF3tO3u

Operations maps:

https://t.co/ih5RUVtGEk

IAP:

https://t.co/kUbcpbi7UN",,,2019-10-30 18:34:45
Kincade,"#KincadeFire

Here are Wednesday’s Maps for the #KincadeFire.

Open the PDF files to view the IR Maps:

https://t.co/kDwXF3tO3u

Operations maps:

https://t.co/ih5RUVtGEk

IAP:

https://t.co/kUbcpbi7UN",,,2019-10-30 18:34:45
Kincade,"@cvifd Thank you for your service with the #KincadeFire I wish I would have been faster with my camera. One of your pickup trucks just drove by me near the fairgrounds, and with bright pink from an airdrop. I know it's a serious situation but damn it brought a smile to my face!🤣",,,2019-10-30 18:35:52
Kincade,"Important
#KincadeFire https://t.co/6edKqME6KO",,,2019-10-30 18:38:10
Kincade,"The #KincadeFire is burning more than 80 miles from #SanFrancisco, but flames from the massive blaze were visible from the city at night. https://t.co/e1nugOfcNt #CaliforniaFires",,,2019-10-30 18:38:35
Kincade,"#CaliforniaWildfire  WATCH LIVE COVERAGE: https://t.co/ifAyYqsMk2 
#KincadeFire: 76k acres burned; 30% contained; #GettyFire: 0.7k acres burned; 27% contained. #EasyFire 1.3k acres. #SantaAnna winds up to 80mph.  Many #university campuses cancel classes.",,,2019-10-30 18:39:10
Kincade,"#Breaking: If you’re looking for updates on #KincadeFire, #EasyFire and #GettyFire, @latimes has you covered. https://t.co/s8EySly53B https://t.co/cJC2xYZktf",https://twitter.com/News247WorldPre/status/1189612826765209601/photo/1,,2019-10-30 18:39:34
Kincade,No fresh food yet at Whole Foods #sanrafael #marin #KincadeFire https://t.co/gjlSgNM57p,https://twitter.com/marniemix/status/1189612915961167873/photo/1,,2019-10-30 18:39:55
Kincade,"9 #wildfires burning in #California; #KincadeFire 30% contained, 77K acres; #TickFire 40% contained; #GettyFire 27% contained; newest fire: #EasyFire in #SimiValley near @Reagan_Library; Southern California under Extreme #RedFlagWarning due to ""hurricane-force"" #SantaAnaWinds https://t.co/8MbcBVobvC",,,2019-10-30 18:40:02
Kincade,"Members of the #UCDavis #Veterinary Emergency Response Team, or VERT, were at the  emergency shelter at @sonomafair in Santa Rosa for a second day caring for animals that have been #evacuated because of the #KincadeFire #horses https://t.co/3erm3vjb8u https://t.co/jy1nNekdsh",https://twitter.com/UCDavisResearch/status/1189613099638239237/photo/1,,2019-10-30 18:40:39
Kincade,"#EasyFire Update.
🔥For more fire news, follow my CALIFORNIA list: https://t.co/VulmhvBb0Q
#CaliforniaFires #CalFire #CalFires #Sonoma #SantaClarita #SantaRosa #GettyFire #KincadeFire #SimiValley #HillFire
There are too many California fire hashtags to fit in one tweet https://t.co/getDmharhA",,,2019-10-30 18:41:09
Kincade,press conference tonight on #KincadeFire will be happening in Middletown #lakecounty https://t.co/nY4RF3zZjd,,,2019-10-30 18:41:45
Kincade,"The San Francisco-Marin Food Bank is providing shelf-safe protein, water, fresh fruit and snacks to those affected by the #KincadeFire and power outages at three pop-up food stations in Marin County.

More info:
https://t.co/NPrOmBpqUw",,,2019-10-30 18:42:12
Kincade,@PubRepublic thank you for being so supportive with electricity and WiFi for those of us living without during #KincadeFire #SonomaCounty Also amazing food!,,,2019-10-30 18:43:13
Kincade,"Took this over an hour ago in Middletown, Ca. Lake County behind @MiddletownVets Prayers for all.  #KincadeFire #LakeCounty #Middletown #Fire #MiddletownAnimalHospital #MiddletownVet 🙏🏼❤️ 🐾 https://t.co/VvsH5DqLTq",https://twitter.com/Raytona500/status/1189614248873185280/photo/1,,2019-10-30 18:45:13
Kincade,"@realDonaldTrump @GM @FiatChrysler_NA @Toyota @GloblAutomkrs If you can't even mention the statewide tragedy happening right now, then keep our state's name out of your mouth. If we want better emissions to reduce dirty air (in a state that is choking on forest and grass fire smoke), then let us.  #LeaveUsAlone #KincadeFire #EasyFire",,,2019-10-30 18:45:30
Kincade,"SRJC Alert, Wed., Oct. 30, 2019, 11:40 am: Due to ongoing impacts from the #KincadeFire, #SRJC campuses will remain CLOSED THROUGH SUNDAY, Nov. 3. The district may allow Public Safety Training Center to open if mandatory evacuations are lifted. https://t.co/jVEnynqVEI https://t.co/yv5BdHHPS8",https://twitter.com/SantaRosaJC/status/1189614581678657536/photo/1,,2019-10-30 18:46:32
Kincade,"The #KincadeFire is 30% contained but air quality is still very poor, especially for our neighbors on the streets. Santa Rosa, Windsor, the Russian River area, AQI is hazardous.

Masks should be worn whenever outside. Hit us up or let us know where we can go! https://t.co/LlwQwQykqW",https://twitter.com/masksonoma/status/1189614677606559744/photo/1,,2019-10-30 18:46:55
Kincade,Warming centers to open in Santa Rosa as temperatures dip below freezing. Worried about our Seniors😢 #KincadeFire https://t.co/H3msFZGueX,,,2019-10-30 18:46:59
Kincade,#SFPD Now on Day 5 of providing mutual aid to our allied agencies in #SonomaCounty affected by the #KincadeFire. Our platoons of off-duty officers are more than eager to lend a helping hand as long we're needed. https://t.co/Kxfzi5Ainl,https://twitter.com/SFPD/status/1189614732317052928/photo/1,,2019-10-30 18:47:08
Kincade,"I’m heading to #Calistoga today and will be surveying damage along 128, Franz Valley and Bichaud Rd. Let me know if you live close by and need me to check on your home- I will do my best #KincadeFire",,"Brentwood, CA",2019-10-30 18:48:15
Kincade,"On at 12:06pm: @PatThurston kicks off her show talking about the latest updates on the #KincadeFire and @PGE4Me.

Listen live: https://t.co/lAk73cZ7Fn
📷: Justin Sullivan/Getty Images https://t.co/UCNjOC4Z6L",https://twitter.com/KGO810/status/1189615199600500737/photo/1,,2019-10-30 18:49:00
Kincade,"As the #KincadeFire continues to blaze, vintners &amp; winery owners are facing devastation. @thegrapeprof says while 90% of fruit was harvested before the #wildfires started, smoke taint, vine damage &amp; loss of infrastructure continue to be major challenges. https://t.co/BFXe07exHd https://t.co/JiwSRWHNKI",https://twitter.com/CornellMedia/status/1189615451560562688/photo/1,,2019-10-30 18:50:00
Kincade,#Calistoga community prepares meals to thank crews beating back the #KincadeFire  https://t.co/OuGkRMJEop,,,2019-10-30 18:52:11
Kincade,Smoke forecast for SF Bay Area through today (10/30) at 9pm. #KincadeFire #GrizzlyFire #Smoke #AirQuality. https://t.co/f8OZkrcaHA,https://twitter.com/katecol18576635/status/1189616651001458689/video/1,,2019-10-30 18:54:46
Kincade,"OMG!
They did not just attempt to make MONEY off the  #KincadeFire did they? This is not enough of a discount to make me think they're doing it as a ""Thank You""...a Thank you would be 100% donations or 40-50% off.

People that tried to do this during #TubbsFire were excoriated! https://t.co/TQQYztB2Ig",,,2019-10-30 18:54:55
Kincade,@KSRO One question I haven't heard asked is if Comcast will credit customers for service disruption. We shouldn't have to pay for services that weren't accessible. #KincadeFire,,,2019-10-30 18:55:01
Kincade,"Close to 148,000 #SonomaCounty residents remain under mandatory evacuation orders Wednesday due to the 76,825-acre #KincadeFire. https://t.co/upkg8T5ehS #CaliforniaFires",,,2019-10-30 18:55:08
Kincade,"Today @SoCo_TPW crews are on site to remove burned trees within the road right-of-way in preparation for residents to be able to return to evacuated areas. For updates on all disaster-related information, please visit https://t.co/KY2aVncY49. #SonomaCountyStrong #KincadeFire https://t.co/WDkj7bUvwP",https://twitter.com/SoCo_TPW/status/1189616933525581824/photo/1,,2019-10-30 18:55:53
Kincade,"We know should we ever need the help, our first responder neighbors will be here for all of us.  Our officers are grateful for the opportunity to lend a helping hand to our friends in Sonoma County during these trying times.  #Kincadefire https://t.co/prT14W5Vcg",https://twitter.com/PittsburgPD/status/1189617019844300800/photo/1,"Pittsburg, CA",2019-10-30 18:56:14
Kincade,"A HUGE shoutout and thank you to @LegendsatBV for being my base of operations during #KincadeFire. Power, wifi, food, and a cold beer at the end of the day have kept me going!",,,2019-10-30 18:56:34
Kincade,"Take time to check on your loved ones ❤️. Governor @GavinNewsom has declared a statewide emergency while firefighters work to contain the major  #GettyFire, #KincadeFire,  and #TickFire . If you need support or information check out the new resource site below. @CAgovernor https://t.co/qX2ZlXUpGj",,,2019-10-30 18:59:29
Kincade,"What happens when wildfires coincide with the grape harvest in California wine country? For farmworkers in Sonoma County’s fabled wine country, the #KincadeFire poses a daunting set of risks  https://t.co/TtIvgHq6qc @WorksafeCA @UCBerkeleyLOHP @KHNews",,,2019-10-30 19:00:00
Kincade,@Rschooley I am waiting for power to come back on (#KincadeFire) ... I wish I could throw the food spoiling in my fridge at this putz.,,,2019-10-30 19:00:07
Kincade,"Thanks to easing winds, firefighters have doubled the containment of the destructive #KincadeFire in Sonoma County. Here's a look at where the blaze has burned: https://t.co/W8k20HG0SP https://t.co/N43WF7aSte",https://twitter.com/nbcbayarea/status/1189618003320692736/photo/1,,2019-10-30 19:00:08
Kincade,"@ucanr has a real-time fire map of for all of #California: https://t.co/5inBk0ZW0e

#RedFlagWarning #KincadeFire #GettyFire #EasyFire https://t.co/4DaFC2nU2a",https://twitter.com/patioworldca/status/1189618046186471426/photo/1,,2019-10-30 19:00:18
Kincade,"'This is sort of apocalyptic': #Kincadefire makes for unforgettable wedding photo.
Just up the road, 1 minute from my home...

#trending #viral #Kenwood #SonomaValley 
PC: #KarnaRoa #wineCountry #wedding #LemonsIntoLemonade #FireSeason #NewNormal 

https://t.co/LZwJ6myhFy",,,2019-10-30 19:00:43
Kincade,"Today, #TzuChiNorthwest volunteers are giving 1,000 eco-friendly blankets to #KincadeFire evacuees at shelters at the Santa Rosa Veterans Memorial Building and the Sonoma County Fairgrounds. Help us #DoMore to provide comfort in their hour of need: https://t.co/ahEBKb6zbi https://t.co/eisbvWvEb9",https://twitter.com/TzuChiUSA/status/1189618206669000704/photo/1,,2019-10-30 19:00:57
Kincade,"Today, #TzuChiNorthwest volunteers are giving 1,000 eco-friendly blankets to #KincadeFire evacuees at shelters at the Santa Rosa Veterans Memorial Building and the Sonoma County Fairgrounds. Help us #DoMore to provide comfort in their hour of need: https://t.co/XbBPT44Z95 https://t.co/JLcfjHcm3i",https://twitter.com/TzuChiNY/status/1189618206497005568/photo/1,,2019-10-30 19:00:57
Kincade,@KrisMothersele @SpeakerPelosi  has been really quiet and she has property by the #KincadeFire .  Only one tweet that I could find.,,,2019-10-30 19:03:07
Kincade,PG&amp;E executives should face capital murder charges if they used company money for bonuses instead of fixing our broken and dangerous power grid. #kincadefires #KincadeFire,,,2019-10-30 19:04:04
Kincade,#KincadeFire maps: Here's how much ground the wildfire would cover in other parts of the Bay Area: https://t.co/yJH1ntsHl2 https://t.co/t0U92xChu8,https://twitter.com/abc7newsbayarea/status/1189619187787927552/photo/1,,2019-10-30 19:04:51
Kincade,The smoke in the air made a beautiful sunset over Linda Mar Beach. Praying for my lovely state. #CaliforniaFire #HighwayOne #KincadeFire #StrongerTogether #California https://t.co/AJKHYgCkaA,https://twitter.com/page_lie/status/1189619341966233600/photo/1,"Pacifica, CA",2019-10-30 19:05:27
Kincade,"Why is nobody posting the progress of the severity of this fire anymore, it's like its slowly just dying off but the fire itself is nowhere from being over. It's getting closer and closer to santa rosa and everyone is going back. Literally everyone is going back home #KincadeFire",,,2019-10-30 19:06:13
Kincade,"Our #firefighters &amp; #firstresponders are incredible. 5,000 firefighters from 10 different states have worked around the clock, bringing containment of the #KincadeFire to 30% as of this morning. Thank you for your hard work, commitment, &amp; sacrifices.

https://t.co/KNkPxP4TKv",,,2019-10-30 19:06:16
Kincade,@united Hoping to get refund on flights. We are in #KincadeFire I talked to @United staff and supervisors who would not budge,,,2019-10-30 19:08:19
Kincade,"High fire danger remains in effect for Northern and Southern California. The #EasyFire burning near #ReaganLibrary has reached Hurricane force winds more than 70 MPH because of the #SantaAnas. Wind speeds are calmer in the #BayArea near where the #KincadeFire is burning, 20 MPH https://t.co/O90P90dQFw",https://twitter.com/MabrisaWX/status/1189620122404577280/photo/1,,2019-10-30 19:08:33
Kincade,"Firefighters continue to battle Northern California's Kincade Fire 

Larry Itliong's daughter, granddaughter proud of his contributions to the labor movemement

#CAwildfires #KincadeFire #LarryItliong #FilAmHistoryMonth https://t.co/HFYREVoYYR",https://twitter.com/balitangamerica/status/1189620382896017409/video/1,,2019-10-30 19:09:36
Kincade,"Here's the latest by-the-numbers look at the #KincadeFire: https://t.co/HUoWNTdOqj

- 76,825 acres; 30% contained
- 206 structures (94 homes) destroyed
- 40 structures (27 homes) damaged
- 90,015 structures threatened
- 5,001 fire personnel fighting the blaze https://t.co/gYwcFSin7H",https://twitter.com/BrendanNWeber/status/1189620776204267520/photo/1,,2019-10-30 19:11:09
Kincade,"Hundreds of Structures Destroyed, Thousands Displaced: Kincade Fire, Day 6 – Redheaded Blackbelt #KincadeFire #SonomaCounty  https://t.co/mqYqNg8wnM",,,2019-10-30 19:11:42
Kincade,"BIG NEWS!! We are hoppy to announce that we will open at 4pm today! However, our Beer Garden will be closed due to our winter tent going up. Thank you for your patience and understanding during these wild(fire) times! #Marin #Kincadefire https://t.co/JssxbiXYS2",https://twitter.com/hopmonknovato/status/1189620965912670208/photo/1,,2019-10-30 19:11:55
Kincade,"The Redwood Empire Food Bank has deployed its emergency response program, Station 3990. These distributions are open to anyone in need of food. More information  https://t.co/Z8SflQ0mPQ #Kincadefire #SonomaStrong",,,2019-10-30 19:12:26
Kincade,#KincadeFire: When will more fire evacuees be allowed to go home? https://t.co/noNN86asDy,,,2019-10-30 19:12:43
Kincade,"#California - Here's the latest by-the-numbers look at the #KincadeFire

- 76,825 acres; 30% contained
- 206 structures (94 homes) destroyed
- 40 structures (27 homes) damaged
- 90,015 structures threatened
- 5,001 fire personnel fighting the blaze",,,2019-10-30 19:12:44
Kincade,"Now that some Republican artifacts in southern California are threatened, you express concern. Good to see where your priorities are. I guess everyone affected by the massive #KincadeFire in northern California over the last week slipped your mind. https://t.co/GYdN7BacQv",,,2019-10-30 19:13:15
Kincade,Sigh. What a mess. Ready to go home though. #KincadeFire https://t.co/TCFB6ONn4z,,,2019-10-30 19:13:32
Kincade,"Countless Northern Californians are feeling the impacts of the #KincadeFire - those whose homes have been damaged or destroyed by the flames, those who have been forced to evacuate and those who have been without power for extended periods of time. https://t.co/EMof00pK1p",,,2019-10-30 19:14:09
Kincade,Latest: 'We dodged a bullet': Containment on Kincade fire doubles to 30 percent https://t.co/GiYcSJaUWe #KincadeFire,,,2019-10-30 19:14:25
Kincade,"The #KincadeFire is burning more than 80 miles away from San Francisco, but flames from the massive blaze were visible from the city in the evening: https://t.co/Coct0LIYZ5",,,2019-10-30 19:15:00
Kincade,"High schools: #NCS football season extended a week due to fires, outages #KincadeFire https://t.co/zotRkBPlpY",,,2019-10-30 19:15:01
Kincade,"The #GettyFires and #KincadeFire in #California have affected and displaced thousands of people who are now in need. Want to help? Our friends at @GlobalGiving have set up a fund to help meet immediate needs like: food, water 💧 &amp; medicine 💊 https://t.co/hrDGeWQINT",,,2019-10-30 19:15:06
Kincade,#KincadeFire: Sonoma County airport flights canceled through Oct. 31 https://t.co/ckRfOD1Ue4,,,2019-10-30 19:15:31
Kincade,"The #KincadeFire in #SonomaCounty has been burning for nearly a week, and new photos shot aboard the International Space Station show how the large fire's plume of smoke has moved across the Bay Area. https://t.co/kqo33jTx5F #CaliforniaFires",,,2019-10-30 19:15:44
Kincade,"#EasyFire Update.
🔥For more fire news, follow my CALIFORNIA list: https://t.co/VulmhvBb0Q
#CaliforniaFires #CalFire #CalFires #Sonoma #SantaClarita #SantaRosa #GettyFire #KincadeFire #SimiValley #HillFire
There are too many California fire hashtags to fit in one tweet https://t.co/7NxwoxUdCi",,,2019-10-30 19:16:11
Kincade,Wednesday morning satellite view shows smoke moving west w/ less activity on the #KincadeFire and the new #EasyFire plume in SoCal #CAwx https://t.co/lQ7laf8N22,https://twitter.com/RobMayeda/status/1189622438415323136/photo/1,,2019-10-30 19:17:46
Kincade,"Here’s a peek of my car right now aka a mobile unit of device charging, photo editing and snacking while I cover #KincadeFire aftermath for @sfchronicle https://t.co/GKzcmaZ9iK",https://twitter.com/jachristian/status/1189622625015754752/photo/1,,2019-10-30 19:18:30
Kincade,"#GettyFire Update
🔥Follow my CALIFORNIA list for fire news: https://t.co/VulmhvBb0Q
#CaliforniaFires #CalFire #CalFires #Sonoma #SantaClarita #SantaRosa #EasyFire #KincadeFire #SimiValley #HillFire #PalisadesFire
There are too many California fire hashtags to fit in one tweet https://t.co/BFhEWYyDfU",,,2019-10-30 19:19:32
Kincade,Please don't do business with anyone that uses a hashtag of a tragic event to sell their goods or services.  #easyfire #KincadeFire #GettyFire,,,2019-10-30 19:21:11
Kincade,"""It was a stressful, stressful weekend but it turned out amazing.""

Kendra and Garrett Motherwell, Northern California residents, describe moving their wedding at the last minute as a result of the #KincadeFire. https://t.co/jpDdqVEwc4 https://t.co/t8p7p9l4VV",https://twitter.com/ABCNewsLive/status/1189623966283030528/video/1,,2019-10-30 19:23:50
Kincade,#KincadeFire: NCS extends football regular season by a week https://t.co/LEjEgCM7D1,,,2019-10-30 19:24:05
Kincade,"no life with #meteor

#KincadeFire https://t.co/qK2bgRG248",,,2019-10-30 19:24:11
Kincade,"#BreaFire Update
🔥Follow my CALIFORNIA list for fire news: https://t.co/VulmhvBb0Q
#CaliforniaFires #CalFire #CalFires #Sonoma #SantaClarita #SantaRosa #EasyFire #KincadeFire #SimiValley #HillFire #PalisadesFire #GettyFire #VenturaCounty #Ventura https://t.co/NZuUiGTSuW",,,2019-10-30 19:24:18
Kincade,"As the #KincadeFire burns behind them, Soldiers of the California National Guard’s Pittsburgh based 870th MP Company maintain a traffic control point near Healdburg, Calif. #CAwildfires #CAresponse #SonomaCounty #KeepingCaliforniaSafe #CaliforniaFires #CalGuard #Californiaforall https://t.co/FTUn1xRscB",https://twitter.com/CalGuard/status/1189624191047233536/photo/1,,2019-10-30 19:24:43
Kincade,"Houseless communities are especially vulnerable to these conditions! Blankets and men's pants were requested on our most recent mask distribution.

#KincadeFire #KincaidFire #SonomaCounty #SonomaFire https://t.co/GTym91X6y4",,,2019-10-30 19:25:08
Kincade,"Per Sheriff Brian Martin: 
Thank you
@CAgovernor got PG&amp;E to step up re-gen time

 6:30 PM Community Mtg w/ Cal Fire etc 
Twin Pines Casino &amp; live streaming re: #KincadeFire in #LakeCountyCA 
(maybe some #psps info too)
https://t.co/kQyf09RcA7",,,2019-10-30 19:25:22
Kincade,Firefighters battling Northern California wildfires don't have it easy. #KincadeFire https://t.co/hjIxFY7p75,,,2019-10-30 19:26:05
Kincade,"'Good news' is coming for 'a lot' of #KincadeFire evacuees, says sheriff https://t.co/o5SNfRUILW https://t.co/eGZfe8R78W",https://twitter.com/NorthBayNews/status/1189624615800147968/photo/1,,2019-10-30 19:26:25
Kincade,"#KincadeFire Update
🔥Follow my CALIFORNIA list for fire news: https://t.co/VulmhvBb0Q
#CaliforniaFires #CalFire #CalFires #Sonoma #SantaClarita #SantaRosa #EasyFire #SimiValley #HillFire #PalisadesFire #BreaFire #GettyFire #Ventura #VenturaCounty https://t.co/v42DgVz0pG",,,2019-10-30 19:26:32
Kincade,"Thousands have already been displaced by the #CaliforniaFires, and over 26 million people are under red flag warnings. Likely you or a loved one has been impacted. Read our article for information on the fires and how you can help!  https://t.co/2lzYLjnJ5N
#KincadeFire #GettyFire https://t.co/VZb4W6Af5e",https://twitter.com/NetPayAdvance/status/1189624712772628481/photo/1,,2019-10-30 19:26:48
Kincade,"@CheriJacobus OK, please put these two in orange jumpsuits and drop them off in the #KincadeFire area. I want to see how they will do (and who will have their backs). Just disgusting.",,,2019-10-30 19:28:33
Kincade,"#EasyFire Update
🔥Follow my CALIFORNIA list for fire news: https://t.co/VulmhvBb0Q
#CaliforniaFires #CalFire #CalFires #Sonoma #SantaClarita #SantaRosa #KincadeFire #SimiValley #HillFire #PalisadesFire #GettyFire #BreaFire #VenturaCounty #Ventura https://t.co/Pfh2HFu51e",,,2019-10-30 19:29:03
Kincade,Our staff are actively mobilized at various locations trying to support those hardest hit by the effects of the #KincadeFire and the multiple PG&amp;E PSPS events - please join our efforts and make a financial contribution to support those who need it it most: https://t.co/lDrKhoE3qH https://t.co/M2PQkKgkYQ,https://twitter.com/CaHumanDev/status/1189625421383397376/photo/1,,2019-10-30 19:29:37
Kincade,"#EasyFire Update
🔥Follow my CALIFORNIA list for fire news: https://t.co/VulmhvBb0Q
#CaliforniaFires #CalFire #CalFires #Sonoma #SantaClarita #SantaRosa #BreaFire #KincadeFire #SimiValley #HillFire #PalisadesFire #GettyFire #VenturaCounty #Ventura https://t.co/CaMtXAm3mo",,,2019-10-30 19:30:16
Kincade,Breaking: @PGE begins inspecting lines to restore power to #SonomaCounty customers left in the dark from fourth power cut this month #KincadeFire @NorthBayNews @wsreports https://t.co/jXvzeWIy1F,,,2019-10-30 19:31:08
Kincade,Here's a look at how the #KincadeFire compares to some of the 2017 North Bay fires: https://t.co/9xvKGQ3U8i https://t.co/5L2srtEodn,https://twitter.com/nbcbayarea/status/1189625872615137280/video/1,,2019-10-30 19:31:24
Kincade,"#KincadeFire: 76,825 acres burned; 30% contained
#GettyFire: 745 acres burned; 27% contained
#EasyFire broke out Wednesday morning and has burned about 1,300 acres
365,000 homes and businesses without electricity due to PG&amp;E shut off.
SoCal Edison power cut affects 68,000.",,,2019-10-30 19:31:44
Kincade,"@CREDOMobile I’m evacuated from my home in Healdsburg since Saturday, have no power no wi-fi. Just notified that I’ve used 75% of my data plan &amp; will be charged for overages. @verizon &amp; @ATT will be waiving all fees for affected customers. Will you do the same?  #KincadeFire",,"Santa Rosa, CA",2019-10-30 19:32:08
Kincade,Evacuated to Napa on Sunday at 5 a.m. Time to finally head back to west Santa Rosa with or without power. #KincadeFire,,,2019-10-30 19:33:57
Kincade,"Huddled in the kitchen of the Healdsburg Senior Center, a small squad of chefs from around Sonoma County worked in sync, with few words, to prepare dinner for 200 on Thursday. https://t.co/LdEtfXb5MO #KincadeFire",,,2019-10-30 19:34:01
Kincade,Air quality is mostly good to moderate in the region &amp; should remain in that range through the week. Areas closest to the #KincadeFire are still impacted by unhealthy air quality &amp; air quality is expected to be in the Unhealthy for Sensitive Groups range in Windsor &amp; Santa Rosa.,,,2019-10-30 19:34:28
Kincade,"The Santa Cruz County Animal Shelter is preparing to transport and house adoptable pets from Rohnert Park Animal Services in #SonomaCounty, to help increase capacity there for animals received due to the #KincadeFire. https://t.co/9xWJRYLXZQ #CaliforniaFires",,,2019-10-30 19:34:53
Kincade,Terrific 10/30 situational update (and recap) from Sonoma County Supervisor James Gore and #CalFire Battalion Chief Marshall Turbeville #KincadeFire #Heroes  https://t.co/2HIglkH1SH,,,2019-10-30 19:35:56
Kincade,@SantiagoMejia #BREAKING: A Spare the Air alert has been issued for Halloween as smoke from the #KincadeFire is expected to affect the Bay Area.,,,2019-10-30 19:36:37
Kincade,"My parents (who evacuated Saturday): keep us up-to-date On what's going on. Especially if you leave or we can come home.

Also my parents: we don't need to keep our phones with us to answer when donk calls to let us know he's leaving or we can come home.

#KincadeFire",,,2019-10-30 19:37:53
Kincade,"The containment line on the west flank of the fire extends from east of Geyserville to just north of E Shiloh and Faught. Air tankers working active edge of fire above Middletown reinforcing dozer lines, helicopters doing structure protection below. #KincadeFire",,,2019-10-30 19:37:55
Kincade,"Where do almost 5000 firefighters sleep when they’re not on the fire lines? In mobile sleeping berth trucks, and in tents spread out across their Santa Rosa base camp #KincadeFire https://t.co/N7k5khpt4q",https://twitter.com/SovernNation/status/1189628449582800896/photo/1,,2019-10-30 19:41:39
Kincade,#KincadeFire: When will your power be turned back on? Check the status here https://t.co/2NiMwpHHwf,,,2019-10-30 19:42:24
